Reporting ID,Data Year,MapLot,Annual Report Received,BEUDO Category,PD Parcel Living Area,PD Parcel Units,Address,Year Built,Buildings Included,Buildings Included Count,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft2),Latitude,Longitude,Location
B1676,2022,269-132,Yes,Non-Residential,92672,1.0,1 Alewife Center,1988.0,24-3,1,Office,Office (89875.0),89875.0,,"IQHQ ALEWIFE, LLC",,93.0,-0.40308173121455304,2050675.8,,,,,,,,,,,,2050675.8,2050675.8,22.8,22.8,5741892.2,5741892.2,63.9,63.9,-0.4251402317893889,1.6,,,42.3985142177798,-71.1398854507817,POINT (-71.1398854507817 42.3985142177798)
B1732,2022,252-160,Yes,Non-Residential,137061,1.0,625 Mount Auburn St,1962.0,274-35,1,Office,"Office (108561.0),Medical Office (28860.0),Parking (91632.0)",137421.0,,"NC-P MOUNT AUBURN, LLC",,54.0,0.4023983419332977,10062090.4,-0.2669478499025651,123900.0,,,,,,,,,,10185990.4,10190197.4,74.1,74.2,28303948.2,28308365.5,206.0,206.0,-0.12132141178170909,5.2,-0.270082616291215,5.7,42.3755844044061,-71.1470997456265,POINT (-71.1470997456265 42.3755844044061)
B1831,2022,172-2,Yes,Residential,25471,53.0,16 Chauncy Street,1910.0,252-8,1,Multifamily Housing,Multifamily Housing (47000.0),47000.0,53.0,"SANCHEZ, MARIA PIA",,96.0,-0.5771334199143733,319533.8,-0.16332407426439166,2573899.9,,,,,,,,,,2893433.7,3082394.4,61.6,65.6,3597289.5,3795698.3,76.5,80.8,-0.4176796860525232,3.4,-0.2578130157200233,18.82,42.3794219522403,-71.122339342789,POINT (-71.122339342789 42.3794219522403)
B1793,2022,76-85,Yes,Residential,53724,61.0,243 Broadway,1879.0,527-24,1,Multifamily Housing,Multifamily Housing (57927.0),57927.0,61.0,"THE CLOSE BUILDING LLC,",C/O MALONEY PROPERTIES,93.0,-0.44413484619758165,1642356.0,-0.18945502980103504,1956078.7,,,,,,,,,,1642356.0,1642356.0,28.4,28.4,4598596.7,4598596.7,79.4,79.4,-0.439161824840945,2.1,-0.16646862251299535,28.31,42.3674022702043,-71.0956280368268,POINT (-71.0956280368268 42.3674022702043)
B1143,2022,169-94,Yes,Non-Residential,112620,3.0,6 Appian Way,1972.0,319-13,1,College/University,College/University (95908.0),95908.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.04463999047904822,5615786.4,-0.010698518420764278,6182458.0,,,,,,,,,0.0,11798244.4,12254223.7,123.0,127.8,22215782.8,22694561.1,231.6,236.6,-0.11772341809300793,7.6,-0.16021282024937986,17.64,42.3748880651895,-71.1217494113531,POINT (-71.1217494113531 42.3748880651895)
B1533,2022,105-81,No,Non-Residential,32761,10.0,690-694 Massachusetts Ave.,1902.0,592-6,1,Other - Mall,Other - Mall (3017.0),3017.0,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,-0.5020208910494305,0.0,-0.3588738677620285,16.45,42.3657275424649,-71.1047432681502,POINT (-71.1047432681502 42.3657275424649)
B1254,2022,144-1,Yes,Non-Residential,2402868,15.0,6 Divinity Ave,1902.0,241-43,1,College/University,College/University (30908.0),30908.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.5683449122936183,406945.7,,,,,,,,,,978050.0,,1384995.6,1475185.0,44.8,47.7,2316082.2,2424583.6,74.9,78.4,-0.45238974281411115,3.0,-0.3597450820037699,1.37,42.3780778919904,-71.1139368618742,POINT (-71.1139368618742 42.3780778919904)
B1382,2022,46-12,Yes,Non-Residential,380269,3.0,One Memorial Drive,1985.0,680-3,1,Office,"Office (368425.0),Parking (84120.0),Fitness Center/Health Club/Gym (1011.0)",369436.0,,"ONE MEMORIAL OWNER LLC,",C/O OXFORD PROPERTIES GROUP,78.0,1.366869927430324,19654856.7,-0.24200793335448126,713561.6,,,,,,,,,,20368418.3,20438808.5,55.1,55.3,55782838.4,55856748.1,151.0,151.2,0.2548805753751358,3.9,0.014175230472528545,8.48,42.3615946151249,-71.0813422679224,POINT (-71.0813422679224 42.3615946151249)
B1541,2022,169-42,Yes,Non-Residential,55187,,12-30 Palmer Street,1963.0,345-3,1,Retail Store,Retail Store (52000.0),52000.0,,HARVARD COOPERATIVE SOCIETY,,97.0,-0.5135469691899728,951973.4,-0.2711866967574458,23680.7,,759138.0,,,,,,,,1734792.2,,33.4,,3457119.8,,66.5,,-0.4358813011835998,2.4,-0.33017219857576935,5.52,42.3739283551184,-71.120233441946,POINT (-71.120233441946 42.3739283551184)
B1826,2022,177-55,Yes,Residential,81878,103.0,3 Arlington Street,1920.0,120-8,1,Multifamily Housing,Multifamily Housing (107675.0),107675.0,108.0,"MCFARLAND, DENNIS & MICHELLE B SIMONS,","KINDER, PETER",93.0,-0.5064580233499931,1022480.9,0.0012770064095183492,6465599.5,,,,,,,,,,7488080.4,8006387.1,69.5,74.4,9651825.9,10161762.9,89.6,94.4,-0.28196124764783864,3.9,,,42.3867187906893,-71.1198326898817,POINT (-71.1198326898817 42.3867187906893)
B1749,2022,185-59,Yes,Non-Residential,135082,0.0,45 Matignon Road,1875.0,2-5,1,K-12 School,K-12 School (90000.0),90000.0,,"ECOLE BILINGUE, INC. &",,94.0,-0.5809570308399374,281503.6,-0.10681739497761628,3909899.9,,,,,,,,,,4191403.6,4513607.1,46.6,50.2,4893605.1,5231918.8,54.4,58.1,-0.38159392582172597,2.5,-0.21266717772089475,13.98,42.402498300592,-71.1328402867538,POINT (-71.1328402867538 42.402498300592)
B1747,2022,268A-40,Yes,Residential,125419,102.0,310-320 Rindge Avenue,2006.0,"59-32, 59-34, 59-43, 59-44, 59-45, 59-49",6,Multifamily Housing,Multifamily Housing (141906.0),141906.0,102.0,"THE BRICKWORKS, LLC.",,88.0,-0.37575992826830223,2322422.2,-0.14269659859960096,3061599.9,,,,,,,,,,5384022.1,5530622.7,37.9,39.0,9717462.0,9813574.9,68.5,69.2,-0.3288939006166321,2.3,0.20800829906219348,33.36,42.3921400992595,-71.1369863742441,POINT (-71.1369863742441 42.3921400992595)
B1049,2022,181-52,Yes,Municipal,8625,0.0,2029 Massachusetts Avenue,1990.0,82-13,1,Fire Station,Fire Station (11213.0),11213.0,,CAMBRIDGE CITY OF,,,-0.589311720196161,198406.7,-0.24644176208923624,608733.3,,,,,,,,,,807140.0,809961.0,72.0,72.2,1194708.8,1202607.6,106.5,107.3,-0.47731114027555616,4.2,-0.35524380842143927,7.1,42.3910154197106,-71.1217790543594,POINT (-71.1217790543594 42.3910154197106)
B1361,2022,129-47,Yes,Non-Residential,119109,6.0,Blackstone Street 46,2002.0,637-3,1,Office,Office (21767.0),21767.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,63.0,-0.5657851924261068,432404.7,,,,,,,,,,1149990.0,,1582394.7,1670569.4,72.7,76.7,2594218.4,2693589.3,119.2,123.7,-0.4454054021242794,4.9,-0.347197176883133,6.71,42.3642036635889,-71.1151163528523,POINT (-71.1151163528523 42.3642036635889)
B1661,2022,1A-70,Yes,Non-Residential,26034,1.0,17 Monsignor O'Brien,1988.0,460-3,1,College/University,College/University (55000.0),55000.0,,"EFEKTA  ENTRANCE, INC",,,-0.48045465606408877,1281113.9,-0.2278795717160423,1047600.0,,,,,,,,,,2328713.8,2316563.7,42.3,42.1,4687098.8,4653078.3,85.2,84.6,-0.4245582033985696,2.7,-0.35381598508080747,1.66,42.3692355174092,-71.072186507114,POINT (-71.072186507114 42.3692355174092)
B1189,2022,159-1,Yes,Non-Residential,1223988,1027.0,17 Quincy St,1911.0,318-27,1,Office,Office (21330.0),21330.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,34.0,-0.5719849926391378,370740.7,-0.26672833667988666,129088.0,,,,,,,449977.7,1088650.0,,2038456.3,2071137.3,95.6,97.1,2892786.6,2944714.5,135.6,138.1,-0.43371192263600056,6.1,-0.3455999507732737,7.47,42.3735008312442,-71.1152875916394,POINT (-71.1152875916394 42.3735008312442)
B1136,2022,121-113,Yes,Non-Residential,108932,4.0,1000 Massachusetts Ave,1982.0,489-18,1,Office,"Office (107099.0),Parking (3000.0)",107099.0,,1000 MASSACHUSETTS AVE MA LLC,,85.0,-0.3109492085082699,2967038.2,-0.1309693478766637,3338868.6,,,,,,,,,,6305906.8,6462121.8,58.9,60.3,11813519.0,11838688.1,110.3,110.5,-0.29466004890207814,3.7,-0.2747895932361791,6.95,42.3688091571032,-71.1108503195228,POINT (-71.1108503195228 42.3688091571032)
B1841,2022,183-102,No,Residential,52492,64.0,2353 Massachusetts Avenue,,25-25,1,,,,,Condo Building - Multiple Owners,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3965284312539,-71.1287261672961,POINT (-71.1287261672961 42.3965284312539)
B1243,2022,170-19,Yes,Non-Residential,159406,0.0,10 Garden Street,1807.0,307-2,1,College/University,College/University (23769.0),23769.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.5532148571034314,557431.3,-0.2670485129988993,121520.0,,,,,,,,,,678951.3,696146.6,28.6,29.3,1688403.6,1706458.7,71.0,71.8,-0.4777344336506975,1.9,-0.358026853915891,2.38,42.3762171811703,-71.1223571101539,POINT (-71.1223571101539 42.3762171811703)
B1515,2022,168-33,Yes,Non-Residential,53797,0.0,Two Brattle Square,1994.0,355-12,1,Office,Office (30674.0),30674.0,,BRATTLE SQUARE ASSOCIATES,,94.0,-0.5632768268162265,457353.4,-0.2470245929579277,594948.4,,,,,,,,,,1052301.8,1101712.6,34.3,35.9,1905285.3,1949008.3,62.1,63.5,-0.4681574210381252,2.1,,,42.3733599767436,-71.121875479643,POINT (-71.121875479643 42.3733599767436)
B1316,2022,267F-392,Yes,Residential,462240,428.0,80 Fawcett Street,2014.0,"76-2, 76-4",2,Multifamily Housing,"Multifamily Housing (374241.0),Swimming Pool (0.0),Parking (10620.0)",374241.0,428.0,"FORT POINT INVESTMENTS, LLC",,86.0,0.6609633584946085,12633813.5,-0.26315225903490397,213643.5,,,,,,,,,,12847457.0,12871454.8,34.3,34.4,35599003.6,35624201.2,95.1,95.2,-0.01258792604228345,2.5,1.4432932922691173,39.93,42.3916658332314,-71.1455690744677,POINT (-71.1455690744677 42.3916658332314)
B1574,2022,"70-84, 70-60, 70-36",Yes,Non-Residential,26070,,275 MASSACHUSETTS AVE,1964.0,669-5,1,College/University,College/University (44981.0),44981.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,-0.434173766846639,1741430.2,-0.06384524965174516,4925900.0,,,,,,,,,,6667330.2,7231550.4,148.2,160.8,10048199.6,10599871.7,223.4,235.7,-0.298310954262672,8.6,-0.3368152071690477,5.16,42.3622821745984,-71.0976294749834,POINT (-71.0976294749834 42.3622821745984)
B1813,2022,8-76,No,Non-Residential,105560,3.0,One Canal Park,,468-3,1,,,,,"ONE CANAL PARK MASSACHUSETTS, LLC,",C/O US REALTY ESTATE INVESTMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3695545999463,-71.0767740487479,POINT (-71.0767740487479 42.3695545999463)
B1605,2022,70-86,Yes,Non-Residential,172629,1.0,750 Main Street,1910.0,655-1,1,Office,Office (172609.0),172609.0,,MIT 750 MAIN STREET FEE OWNER LLC,,,-0.16098424465740616,4458610.5,-0.02628311132255927,5813989.0,,,,,,,,,,10272599.5,10272599.5,59.5,59.5,18588797.8,18588797.8,107.7,107.7,-0.16804241806293185,3.7,-0.24372838547853692,5.8,42.3628432760561,-71.0962987838478,POINT (-71.0962987838478 42.3628432760561)
B1216,2022,144-1,Yes,Non-Residential,2402868,15.0,29 Francis Avenue,1943.0,241-63,1,College/University,College/University (56784.0),56784.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.5088765790423861,998425.8,,,,,,,,,,1578680.0,74314.0,2830665.1,2703466.0,49.8,47.6,4948368.4,4846825.5,87.1,85.4,-0.3996368059371246,3.4,-0.29902628943351345,9.58,42.3791123997887,-71.1131452986411,POINT (-71.1131452986411 42.3791123997887)
B1442,2022,90-183,Yes,Residential,61434,80.0,55 Essex Street,1963.0,542-5,1,Multifamily Housing,Multifamily Housing (50038.0),50038.0,69.0,CAMBRIDGE HOUSING AUTHORITY,,25.0,-0.4469677350387183,1614179.5,-0.13762114836426187,3181600.1,,,,,,,,,,4795779.6,5043095.3,95.8,100.8,7860382.8,8089273.0,157.1,161.7,-0.3520692129056192,5.7,0.06199521218589119,70.5,42.3677202157289,-71.1012604692371,POINT (-71.1012604692371 42.3677202157289)
B1048,2022,"85-1, 85-63",Yes,Municipal,12000,1.0,300 Norfolk Street,1979.0,"381-10, 381-15",2,Parking,"Office (9520.0),Parking (47152.0)",56672.0,,CAMBRIDGE CITY OF,PUBLIC WORKS DEPT,,-0.5370478712883834,718230.0,-0.1441689021220356,3026790.7,,,,,,,,,,3745020.7,4013266.7,393.4,421.6,5189174.3,5470832.6,545.1,574.7,-0.389477764933733,22.3,-0.34493443989416567,17.31,42.3718571475336,-71.0974405954733,POINT (-71.0974405954733 42.3718571475336)
B1523,2022,52A-21,No,Non-Residential,3691096,0.0,3 AMES ST (REAR),1931.0,668-62,1,College/University,College/University (77154.0),77154.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,-0.5020208910494305,0.0,,,42.3602240988242,-71.0886825452166,POINT (-71.0886825452166 42.3602240988242)
B1043,2022,119-23,Yes,Municipal,27552,1.0,806 Massachusetts Avenue,1995.0,575-2,1,Other - Recreation,Other - Recreation (27999.0),27999.0,,CAMBRIDGE CITY OF,CITY HALL,,-0.48692282258136066,1216780.6,-0.19678778652854123,1782709.0,,,,,,,,,,2999489.6,3107229.9,107.1,111.0,5278830.2,5353764.6,188.5,191.2,-0.40535126650153236,6.5,-0.34614445967436214,5.53,42.366618895215,-71.1063686266266,POINT (-71.1063686266266 42.366618895215)
B1783,2022,269-131,No,Non-Residential,255187,,62 Whittemore Ave,,"24-2, 24-8",2,,,,,IQHQ-ALEWIFE LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3979649523362,-71.1377155637989,POINT (-71.1377155637989 42.3979649523362)
B1330,2022,52A-21,Yes,Non-Residential,3691096,0.0,222  MEMORIAL DR,1916.0,668-10,1,College/University,College/University (143921.0),143921.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.07329429404598521,5330786.5,,,,,,,,,11175444.1,6890573.8,,23396804.4,23731760.7,162.6,164.9,33385499.7,33788465.9,232.0,234.8,0.251547140045898,9.9,-0.14069520119481155,12.87,42.359672535404,-71.0920159357431,POINT (-71.0920159357431 42.359672535404)
B1077,2022,15-3,Yes,Non-Residential,366000,3.0,215 1st ST,1950.0,620-13,1,Mixed Use Property,"Office (306723.0),Laboratory (60000.0)",366723.0,,"ARE-MA REGION NO. 38 LLC,",,15.0,2.676249914519056,32678129.1,0.5778007822751777,20096484.0,,,,,,,,,,52774613.1,53012409.3,143.9,144.6,112600069.6,112036192.4,307.0,305.5,1.313114013228427,9.4,-0.14040479644756443,5.06,42.3642951301564,-71.0792617533658,POINT (-71.0792617533658 42.3642951301564)
B1731,2022,203B-57,Yes,Residential,60327,76.0,66 sherman st,1996.0,106-47,1,Senior Living Community,"Parking (8116.0),Senior Living Community (60327.0)",60327.0,,CJK SHERMAN LIMITED PARTNERSHIP,C/O CWA,78.0,-0.4635845937559541,1448906.1,-0.16931183667953295,2432327.7,,,,,,,,,,3881233.8,4003705.2,64.3,66.4,6610881.2,6689851.4,109.6,110.9,-0.3793716356022341,3.8,-0.04200598792199132,44.23,42.3875554186698,-71.1314589201263,POINT (-71.1314589201263 42.3875554186698)
B1172,2022,144-1,Yes,Non-Residential,2402868,15.0,38 Oxford St,1959.0,241-6,1,College/University,College/University (118059.0),118059.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.3846185548620688,2234313.1,-0.19785363107796244,1757509.0,,,,,,,,,254342.0,4859637.0,4169255.2,41.2,35.3,8969276.0,8287765.9,76.0,70.2,-0.3363544463534978,2.7,-0.35573991653131976,0.64,42.3798964398329,-71.1145668454006,POINT (-71.1145668454006 42.3798964398329)
B1096,2022,56-8,Yes,Non-Residential,46026,0.0,138  ALBANY ST,1955.0,699-25,1,College/University,College/University (49933.0),49933.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.03873370197496332,5674531.1,-0.269206425257291,70500.0,,,,,,,1067976.0,,,6813007.1,6770088.6,136.4,135.6,16934570.3,16895514.4,339.1,338.4,-0.25751605523342763,9.3,1.1722609617029205,254.41,42.3601009726468,-71.0968651440344,POINT (-71.0968651440344 42.3601009726468)
B1090,2022,267.1-276,Yes,Residential,244008,228.0,223 Concord Turnpike,2014.0,9-1,1,Multifamily Housing,"Multifamily Housing (257670.0),Parking (77880.0)",257670.0,228.0,"CPC ALEWIFE, L.P",,100.0,-0.15814339710700406,4486865.9,-0.13937640823731665,3140100.1,,,,,,,,,,7626966.0,7877796.4,29.6,30.6,15860329.7,16174475.3,61.6,62.8,-0.24206584704076958,1.9,0.37939550072921474,23.87,42.399868455686,-71.1509205706903,POINT (-71.1509205706903 42.399868455686)
B1633,2022,268B-45,Yes,Residential,264000,273.0,402 Rindge Ave,1970.0,59-20,1,Multifamily Housing,Multifamily Housing (264000.0),264000.0,273.0,RINDGE TOWERS APARTMENTS LLC,,87.0,-0.23546369842199993,3717827.7,0.3278471238561288,14186768.4,,,,,,,,,,17904596.1,18701552.6,67.8,70.8,25306024.4,25887662.3,95.9,98.1,0.038948042381171805,3.9,1.1757700190654903,48.23,42.3930933799127,-71.1399184540303,POINT (-71.1399184540303 42.3930933799127)
B1283,2022,136-39,Yes,Non-Residential,25192,,6 Prescott,2006.0,349-24,1,College/University,College/University (8638.0),8638.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,-0.600145341659895,90654.1,,,,,,,,,,249540.0,,340194.1,363846.4,39.4,42.1,554038.4,582493.1,64.1,67.4,-0.4898512065141177,2.7,-0.3623950253224001,2.37,42.3723847013832,-71.1138328835523,POINT (-71.1138328835523 42.3723847013832)
B1424,2022,31-13,Yes,Non-Residential,40746,31.0,301 Binney Street,2007.0,573-1,1,Laboratory,"Laboratory (447187.0),Parking (180000.0)",447187.0,,"MBA-ROGERS STREET, LLC",C/O RYAN LLC,,4.789948346250691,53701262.4,2.4437105459105797,64212596.5,,,,,,,,,,117913858.9,120706417.8,263.7,269.9,217786761.1,219454841.0,487.0,490.7,3.31582079436578,16.1,1.4969092687296208,34.41,42.3666996891368,-71.0870435453206,POINT (-71.0870435453206 42.3666996891368)
B1616,2022,234-178,Yes,Non-Residential,25772,1.0,275 FRESH POND PARKWAY,1953.0,168-1,1,Automobile Dealership,Automobile Dealership (25772.0),25772.0,,275 FRSH POND LLC,,,-0.5191892137922628,895854.7,-0.21349489984071873,1387700.1,,,,,,,,,,2283554.8,2410286.8,88.6,93.5,3965478.3,4065661.7,153.9,157.8,-0.4294260772126947,5.3,-0.3452369448392148,6.3,42.383628998263,-71.1415948544449,POINT (-71.1415948544449 42.383628998263)
B1341,2022,226-30,Yes,Non-Residential,52556,1.0,96 Concord Ave,1925.0,219-14,1,Worship Facility,Worship Facility (28590.0),28590.0,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,,23.0,-0.5785776512078081,305169.3,-0.1763299154924481,2266399.8,,,,,,,,,,2571569.1,2801454.4,89.9,98.0,3234193.8,3475573.4,113.1,121.6,-0.4266746702742762,5.0,-0.3318541260702424,9.54,42.3811184411722,-71.1295726096662,POINT (-71.1295726096662 42.3811184411722)
B1794,2022,165-40,Yes,Residential,59175,50.0,122 Mt Auburn St,1920.0,380-1,1,Multifamily Housing,Multifamily Housing (35505.0),35505.0,50.0,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,77.0,-0.5407614324754834,681294.5,-0.199141949529366,1727053.2,,,,,,,,,,2408347.7,2544626.5,67.8,71.7,3721030.5,3851594.7,104.8,108.5,-0.42794455039970014,3.9,-0.12978082277743982,54.72,42.3729882878414,-71.1228878488459,POINT (-71.1228878488459 42.3729882878414)
B1481,2022,52A-22,Yes,Non-Residential,528615,,500 MAIN ST,2010.0,668-76,1,College/University,College/University (367689.0),367689.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2.568360416744023,31605045.1,-0.2720867432658459,2400.0,,,,,,,50121202.1,62095168.8,,143823816.0,140786355.6,391.2,382.9,208809980.1,206443832.6,567.9,561.5,4.2620402228223,24.5,1.325413165282382,37.99,42.3622908913898,-71.0892706347054,POINT (-71.0892706347054 42.3622908913898)
B1504,2022,52A-21,Yes,Non-Residential,3691096,,182  MEMORIAL DR (REAR),1933.0,"668-6, 668-4",2,College/University,College/University (91926.0),91926.0,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,-0.4611630535475865,1472991.1,-0.265509805669219,157900.0,,,,,,,8301360.0,6890573.8,,16822824.8,17018188.8,183.0,185.1,20134051.0,20409988.1,219.0,222.0,0.03122293828484277,11.0,-0.22226263457785242,12.82,42.359916499365,-71.0909235749139,POINT (-71.0909235749139 42.359916499365)
B1124,2022,267.4-316,Yes,Residential,479953,398.0,160 Cambridgepark Dr,2015.0,44-1,1,Multifamily Housing,"Multifamily Housing (440187.0),Swimming Pool (0.0),Parking (110367.0)",440187.0,398.0,IMP WINDSOR AT CAMBRIDGE PARK LLC,C/O GID INVESTMENT ADVISERS LLC,99.0,0.2187017267471499,8235019.0,0.03525714573511367,7269000.2,,,,,,,,,540820.0,15504019.2,16054051.6,35.2,36.5,30690503.5,31371992.2,69.7,71.3,0.017360080248964696,2.2,0.9066979205432119,23.87,42.3945765316252,-71.1474544911167,POINT (-71.1474544911167 42.3945765316252)
B1233,2022,157-69,Yes,Non-Residential,1462119,18.0,1545 Massachusetts Avenue,1907.0,266-6,1,College/University,College/University (281097.0),281097.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.015318733353751217,5907419.4,0.02779750275172403,7092632.3,,,,,,,8318500.9,7123960.0,,28442512.7,28192005.0,101.2,100.3,40128290.9,40000061.1,142.8,142.3,0.40102261314267534,6.1,-0.2251424816547199,4.11,42.3779468902268,-71.1185766573297,POINT (-71.1185766573297 42.3779468902268)
B1698,2022,267.4-288,Yes,Non-Residential,218825,1.0,125 Cambridge Park Drive,1984.0,42-10,1,Office,"Office (184935.0),Parking (61902.0)",184935.0,,"PPF OFF 125 CAMBRIDE PARK DR, LLC",,69.0,0.06160346097406395,6672498.3,-0.027078265192762397,5795193.7,,,,,,,,,,12467692.0,12946693.0,67.4,70.0,24767948.5,25270899.6,133.9,136.6,-0.08385994808170262,4.3,-0.12270220706329074,10.82,42.3952201424956,-71.1457970467894,POINT (-71.1457970467894 42.3952201424956)
B1680,2022,204-150,Yes,Residential,212680,464.0,205-225 Walden St.,1966.0,"122-5, 122-4",2,Multifamily Housing,"Multifamily Housing (229040.0),Parking (66535.0)",229040.0,232.0,"EQR-WALDEN PARK, LLC",,83.0,-0.2876707729166984,3198568.9,0.24685604967989125,12271876.9,,,,,,,,,,15470445.8,16114456.7,67.5,70.4,21841463.6,22370542.3,95.4,97.7,-0.03724476514426514,3.8,0.4779274114306094,30.41,42.3870217449518,-71.1303576288944,POINT (-71.1303576288944 42.3870217449518)
B1378,2022,41-38,Yes,Non-Residential,240964,,One Kendall Square,1988.0,557-18,1,Office,"Office (86016.0),Bar/Nightclub (4407.0),Other - Restaurant/Bar (5225.0),Laboratory (29633.0),Fast Food Restaurant (750.0)",126031.0,,ARE-MA REGION NO. 59 LLC,,,0.5790088585763151,11818682.9,-0.27187188253921657,7481.8,,,,,,,,,,11826164.7,11826164.7,93.8,93.8,33100168.1,33100168.1,262.6,262.6,-0.049573184695255956,6.8,-0.3403968657184291,1.6,42.3666070087051,-71.0909902539066,POINT (-71.0909902539066 42.3666070087051)
B1157,2022,213-2A,Yes,Non-Residential,603907,,59 Shepard St,1966.0,206-16,1,College/University,College/University (102533.0),102533.0,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,,,-0.2860076771184627,3215110.2,-0.08307866831856271,4471160.9,,,,,,,,,,7686271.2,7935498.3,75.0,77.4,13697027.7,13763165.3,133.6,134.2,-0.2558228817328624,4.5,-0.235935858094072,10.39,42.3808988747119,-71.1251111048344,POINT (-71.1251111048344 42.3808988747119)
B1111,2022,16-33,Yes,Residential,85004,92.0,270 Third Street,2015.0,590-1,1,Multifamily Housing,Multifamily Housing (71561.0),71561.0,91.0,"AIMCO 270 THIRD STEET, LLC","C/O RYAN, LLC",13.0,-0.2911715415452907,3163749.8,-0.13131574735522555,3330678.3,,,,,,,,,,6494428.1,6678065.9,90.8,93.3,12355711.7,12548531.4,172.7,175.4,-0.2873582381808904,5.7,-0.2761448153899991,10.25,42.3660176944952,-71.0819492653665,POINT (-71.0819492653665 42.3660176944952)
B1155,2022,135-123,Yes,Non-Residential,66917,2.0,10 WARE ST,1933.0,366-18,1,Other - Technology/Science,Other - Technology/Science (90277.0),90277.0,,NEW ENGLAND TELEPHONE & TELEGRAPH CO.,STATE AND LOCAL TAXES,,1.0474913842280076,16478274.2,-0.18494972180879904,2062600.3,,,,,,,,,,18540874.5,18732372.1,205.4,207.5,48304898.1,48505970.6,535.1,537.3,0.1864657836179206,14.4,-0.12710667906320575,21.77,42.3725733778143,-71.1125682452461,POINT (-71.1125682452461 42.3725733778143)
B1595,2022,117-64,Yes,Residential,59746,56.0,881 Mass. Avenue,1915.0,490-37,1,Multifamily Housing,Multifamily Housing (59746.0),59746.0,56.0,"MOSKOW, ABRAHAM & MICHAEL B. MOSKOW,",TRUSTEES OF NEWTOWNE TRUST,95.0,-0.5499492820555467,589910.9,-0.14949770191495537,2900800.3,,,,,,,,,,3490711.2,3669392.7,58.4,61.4,4697590.9,4866010.7,78.6,81.4,-0.3983669258117007,3.3,-0.0814889333498006,39.2,42.3681353293894,-71.1077233208004,POINT (-71.1077233208004 42.3681353293894)
B1904,2022,91-206,Yes,Residential,68545,60.0,415 Massachusetts Avenue,2020.0,632-6,1,Multifamily Housing,Multifamily Housing (49354.0),49354.0,60.0,"WATERMARK CENTRAL LLC,",,38.0,-0.4022126881894559,2059319.5,-0.2289242685561496,1022900.0,,,,,,,,,,3082219.4,3181892.8,62.5,64.5,6840139.5,7042572.1,138.6,142.7,-0.3944514620916435,4.1,0.3229722783786556,115.18,42.3639435873306,-71.0998305151841,POINT (-71.0998305151841 42.3639435873306)
